,substancia,cnpj,laboratorio,codigo_ggrem,registro,ean_1,ean_2,ean_3,produto,apresentacao,classe_terapeutica,tipo_de_produto_status_do_produto,regime_de_preco,pf_sem_impostos,pf_0,pf_12,pf_17,pf_17_alc,pf_175,pf_175_alc,pf_18,pf_18_alc,pf_20,pmc_0,pmc_12,pmc_17,pmc_17_alc,pmc_175,pmc_175_alc,pmc_18,pmc_18_alc,pmc_20,restricao_hospitalar,cap,confaz_87,icms_0,analise_recursal,lista_de_concessao_de_credito_tributario_piscofins,comercializacao_2020,tarja,mes,ano,pf_19,pf_21,pf_22,pmc_19,pmc_21,pmc_22,comercializacao_2022,unnamed_4,comercializacao_2019,pf_12_alc,pf_19_alc,pf_195,pf_195_alc,pf_20_alc,pf_205,pf_21_alc,pf_22_alc,pmc_sem_imposto,pmc_12_alc,pmc_19_alc,pmc_195,pmc_195_alc,pmc_20_alc,pmc_205,pmc_21_alc,pmc_22_alc,destinacao_comercial_,comercializacao_2018
10,BORTEZOMIBE,44.734.671/0001-51,CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.,506721110095404,1029805670010,7896676437706,    -     ,    -     ,BORMIB,"3,5 MG PO LIOF SOL INJ IV/SC CT ENVOL FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"3681,41","3681,41","4183,42","4435,43","4435,43","4462,31","4462,31","4489,52","4489,52","4601,76",,,,,,,,,,True,False,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,BORTEZOMIBE,03.978.166/0001-75,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,507517090008004,1514300270019,8901148240063,    -     ,    -     ,BOZORED,"3,5 MG PÓ LIOF SOL INJ CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"3657,36","3657,36","4156,09","4406,46","4406,46","4433,16","4433,16","4460,19","4460,19","4571,70",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,BORTEZOMIBE,03.978.166/0001-75,DR. REDDYS FARMACÊUTICA DO BRASIL LTDA,507517100008106,1514300220011,8901148239371,    -     ,    -     ,BORTEZOMIBE,"3,5 MG PÓ LIOF SOL INJ CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Genérico,Regulado,"2881,52","2881,52","3274,46","3471,71","3471,71","3492,75","3492,75","3514,05","3514,05","3601,90",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,BORTEZOMIBE,51.780.468/0001-87,JANSSEN-CILAG FARMACÊUTICA LTDA,514506401156317,1123633730018,7896212424504,    -     ,    -     ,VELCADE,"3,5 MG PO LIOF SOL INJ CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Novo,Regulado,"4433,17","4433,17","5037,69","5341,17","5341,17","5373,54","5373,54","5406,30","5406,30","5541,46",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,BORTEZOMIBE,61.282.661/0001-41,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,519518080027504,1064602100013,7898943601902,    -     ,    -     ,MIELOCADE,"3,5 MG PO LIOF SOL INJ CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"3566,49","3566,49","4052,83","4296,97","4296,97","4323,02","4323,02","4349,38","4349,38","4458,11",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,BORTEZOMIBE,61.282.661/0001-41,LABORATÓRIO QUÍMICO FARMACÊUTICO BERGAMO LTDA,519518120027706,1064602080012,7898943601667,    -     ,    -     ,BORTEZOMIBE,"3,5 MG PO LIOF SOL INJ CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Genérico,Regulado,"2881,57","2881,57","3274,51","3471,77","3471,77","3492,81","3492,81","3514,11","3514,11","3601,96",,,,,,,,,,True,True,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,BORTEZOMIBE,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523719040040004,1003302020012,7896094209442,    -     ,    -     ,VERAZO,1 MG PO LIOF SOL INJ CT FA VD AMB,L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"1009,17","1009,17","1146,78","1215,87","1215,87","1223,24","1223,24","1230,69","1230,69","1261,46",,,,,,,,,,True,False,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,BORTEZOMIBE,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523719040040104,1003302020020,7896094209459,    -     ,    -     ,VERAZO,"1,5 MG PO LIOF SOL INJ CT FA VD AMB",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"1513,77","1513,77","1720,19","1823,82","1823,82","1834,87","1834,87","1846,06","1846,06","1892,21",,,,,,,,,,True,False,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,BORTEZOMIBE,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523719040040204,1003302020039,7896094209466,    -     ,    -     ,VERAZO,"3,5  MG PO LIOF SOL INJ CT FA VD AMB",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"3532,11","3532,11","4013,76","4255,55","4255,55","4281,34","4281,34","4307,45","4307,45","4415,14",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,BORTEZOMIBE,05.035.244/0001-23,SUN FARMACÊUTICA DO BRASIL LTDA,532420020026907,1468200810014,7898272945326,    -     ,    -     ,ZOMI,"3,5 MG PO LIOF SOL INJ CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"3857,54","3857,54","4383,57","4647,64","4647,64","4675,81","4675,81","4704,32","4704,32","4821,93",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,BORTEZOMIBE,05.035.244/0001-23,SUN FARMACÊUTICA DO BRASIL LTDA,532420050028407,1468200620010,7898272941045,    -     ,    -     ,BORTEZOMIBE,"3,5 MG PO LIOF SOL INJ CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Genérico,Regulado,"2881,43","2881,43","3274,35","3471,60","3471,60","3492,64","3492,64","3513,94","3513,94","3601,79",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,BORTEZOMIBE,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538014010014106,1553700320014,7898565580548,    -     ,    -     ,BORTEZOMIBE,"3,5 MG PO LIOF INJ CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Genérico,Regulado,"2881,62","2881,62","3274,57","3471,83","3471,83","3492,87","3492,87","3514,17","3514,17","3602,03",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,BORTEZOMIBE,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538015020016403,1553700370011,7898577810923,    -     ,    -     ,BORTYZ,"3,5 MG PO LIOF INJ CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"2881,62","2881,62","3274,57","3471,83","3471,83","3492,87","3492,87","3514,17","3514,17","3602,03",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,BORTEZOMIBE,11.643.096/0001-22,MYLAN LABORATORIOS LTDA,541521050018504,1883000750017,7898560661914,    -     ,    -     ,ZOMYLE,"3,5 MG PÓ LIOF SOL INJ IV/SC CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"3275,71","3275,71","3722,40","3946,64","3946,64","3970,56","3970,56","3994,77","3994,77","4094,64",,,,,,,,,,True,True,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,BORTEZOMIBE,60.659.463/0029-92,ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A,552919010075204,1057305320016,7896658034053,    -     ,    -     ,TOVAR,"3,5 MG PO LIOF SOL INJ IV SC CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"3591,37","3591,37","4081,10","4326,95","4326,95","4353,17","4353,17","4379,72","4379,72","4489,21",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,BORTEZOMIBE,24.633.934/0001-29,CAMBER FARMACEUTICA LTDA,569920110001307,1650700060014,7908101200196,    -     ,    -     ,MIBO,"3,5 MG PO LIOF SOL INJ IV/SC CT FA VD TRANS",L1J - ANTINEOPLÁSICOS INIBIDORES DE PROTEASSOMA,Similar,Regulado,"3105,71","3105,71","3529,22","3741,82","3741,82","3764,50","3764,50","3787,45","3787,45","3882,14",,,,,,,,,,True,True,False,False,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,BORTEZOMIBE,24.633.934/0001-29,CAMBER FARMACEUTICA LTDA,569920120001607,1650700080015,7908101200226,    -     ,    -     ,BORTEZOMIBE,"3,5 MG PO LIOF SOL INJ IV/SC CT FA VD TRANS",L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,Genérico,Regulado,"2657,28","2657,28","3019,64","3201,54","3201,54","3220,94","3220,94","3240,58","3240,58","3321,60",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CETUXIMABE,33.069.212/0001-84,MERCK S/A,525419504130316,1008903350050,7891721021213,    -     ,    -     ,ERBITUX,5 MG/ML SOL INJ CT FA VD TRANS X 100 ML  ,"L1G4 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, EGFR",Biológico,Regulado,"4695,04","4695,04","5335,27","5656,67","5656,67","5690,96","5690,96","5725,66","5725,66","5868,80",6490.62,7375.7,7820.01,7820.01,7867.42,7867.42,7915.39,7915.39,8113.27,False,False,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,CETUXIMABE,33.069.212/0001-84,MERCK S/A,525419505137314,1008903350034,7891721021220,    -     ,    -     ,ERBITUX,5 MG/ML SOL INJ CT FA VD TRANS X 20 ML ,"L1G4 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, EGFR",Biológico,Regulado,"939,02","939,02","1067,07","1131,35","1131,35","1138,21","1138,21","1145,15","1145,15","1173,78",1298.14,1475.16,1564.03,1564.03,1573.51,1573.51,1583.1,1583.1,1622.68,False,False,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,DENOSUMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544116090003517,1024400130011,7898609960565,    -     ,    -     ,PROLIA,60 MG/ML SOL INJ CT SER PREENC VD TRANS X 1 ML,M5B9 - OUTROS REGULADORES DO CÁLCIO ÓSSEO,Biológico,Regulado,"737,02","737,02","837,52","887,98","887,98","893,36","893,36","898,80","898,80","921,28",1018.89,1157.82,1227.58,1227.58,1235.02,1235.02,1242.54,1242.54,1273.62,False,False,False,False,(6),Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,DENOSUMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544116090003617,1024400140015,7898609960572,    -     ,    -     ,XGEVA,"120 MG SOL INJ CT FA VD TRANS X 1,7 ML",M5B9 - OUTROS REGULADORES DO CÁLCIO ÓSSEO,Biológico,Regulado,"1474,06","1474,06","1675,07","1775,98","1775,98","1786,74","1786,74","1797,63","1797,63","1842,58",2037.8,2315.69,2455.19,2455.19,2470.06,2470.06,2485.12,2485.12,2547.26,False,False,False,False,(6),Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040022117,1018004100075,7896016808623,    -     ,    -     ,REVLIMID,10 MG CAP DURA CT BL AL PLAS TRANS X 21,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"15212,40","17037,89","19688,78","21054,20","18328,19","21201,25","18439,27","21350,37","18551,71","21968,50",22855.72,26299.96,28063.66,25337.65,28253.19,25491.21,28445.28,25646.65,29240.81,False,False,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040022217,1018004100113,7896016808630,    -     ,    -     ,REVLIMID,15 MG CAP DURA CT BL AL PLAS TRANS X 21,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"16045,97","17971,49","20767,64","22207,87","19332,49","22362,99","19449,66","22520,27","19568,26","23172,28",24108.11,27741.08,29601.42,26726.03,29801.35,26888.01,30003.94,27051.97,30843.08,False,False,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040022317,1018004100040,7896016808616,    -     ,    -     ,REVLIMID,5 MG CAP DURA CT BL AL PLAS TRANS X 21,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"14509,02","16250,11","18778,43","20080,72","17480,75","20220,97","17586,70","20363,19","17693,93","20952,75",21798.94,25083.93,26766.09,24166.11,26946.85,24312.58,27130.05,24460.82,27888.81,False,False,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040022417,1018004100172,7896016808647,    -     ,    -     ,REVLIMID,25 MG CAP DURA CT BL AL PLAS TRANS X 21,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"17650,62","19768,70","22844,47","24428,74","21265,80","24599,36","21394,70","24772,38","21525,15","25489,58",26519.01,30515.28,32561.67,29398.72,32781.58,29576.92,33004.45,29757.26,33927.48,False,False,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040022517,1018004100083,7896016808654,    -     ,    -     ,REVLIMID,10 MG CAP DURA CT BL AL PLAS TRANS X 28,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"19441,41","21774,38","25162,21","26907,21","23423,38","27095,15","23565,34","27285,72","23709,03","28075,69",29209.56,33611.28,35865.28,32381.45,36107.51,32577.7,36352.99,32776.34,37369.68,False,False,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040022617,1018004100121,7896016808661,    -     ,    -     ,REVLIMID,15 MG CAP DURA CT BL AL PLAS TRANS X 28,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"20506,68","22967,49","26540,96","28381,57","24706,84","28579,80","24856,59","28780,81","25008,15","29614,07",30810.07,35452.99,37830.49,34155.76,38085.99,34362.78,38344.91,34572.3,39417.31,False,False,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040022717,1018004100148,7896016808685,    -     ,    -     ,REVLIMID,20 MG CP DURA CT BL AL PLAS TRANS X 21,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"17650,62","19768,70","22844,47","24428,74","21265,80","24599,36","21394,70","24772,38","21525,15","25489,58",26519.01,30515.28,32561.67,29398.72,32781.58,29576.92,33004.45,29757.26,33927.48,False,True,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040022817,1018004100032,7896016808708,    -     ,    -     ,REVLIMID,5 MG CAP DURA CT BL AL PLAS TRANS X 14,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"10316,39","11554,36","13352,08","14278,05","12429,38","14377,77","12504,72","14478,90","12580,96","14898,09",15499.76,17835.5,19031.56,17182.89,19160.09,17287.04,19290.36,17392.44,19829.85,False,True,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040022917,1018004100067,7896016808715,    -     ,    -     ,REVLIMID,10 MG CAP DURA CT BL AL PLAS TRANS X 14,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"10816,51","12114,49","13999,36","14970,21","13031,93","15074,77","13110,92","15180,80","13190,86","15620,31",16251.16,18700.12,19954.16,18015.88,20088.93,18125.08,20225.51,18235.59,20791.15,False,True,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040023017,1018004100105,7896016808722,    -     ,    -     ,REVLIMID,15 MG CAP DURA CT BL AL PLAS TRANS X 14,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"11409,21","12778,32","14766,47","15790,53","13746,03","15900,82","13829,35","16012,65","13913,67","16476,25",17141.66,19724.82,21047.59,19003.08,21189.74,19118.27,21333.79,19234.83,21930.44,False,True,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,LENALIDOMIDA,56.998.982/0001-07,BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA,505122040023117,1018004100164,7896016808678,    -     ,    -     ,REVLIMID,25 MG CAP DURA CT BL AL PLAS TRANS X 14,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"12550,17","14056,19","16243,16","17369,63","15120,68","17490,95","15212,33","17613,97","15305,08","18123,92",18855.88,21697.35,23152.41,20903.45,23308.77,21030.15,23467.24,21158.38,24123.54,False,True,False,False,,Negativa,Não,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,LENALIDOMIDA,17.625.281/0001-70,CELGENE BRASIL PRODUTOS FARMACÊUTICOS LTDA.,562418040000102,1961400020054,7898957392056,    -     ,    -     ,REVLIMID,25 MG CAP DURA CT BL AL PLAS TRANS X 21,L1X2 - LIDOMIDA ANTINEOPLÁSICO,Novo,Regulado,"17650,62","19768,70","22844,47","24428,74","21265,80","24599,36","21394,70","24772,38","21525,15","25489,58",,,,,,,,,,True,False,False,False,,Negativa,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
