,substancia,cnpj,laboratorio,codigo_ggrem,registro,ean_1,ean_2,ean_3,produto,apresentacao,classe_terapeutica,tipo_de_produto_status_do_produto,regime_de_preco,pf_sem_impostos,pf_0,pf_12,pf_17,pf_17_alc,pf_175,pf_175_alc,pf_18,pf_18_alc,pf_20,pmc_0,pmc_12,pmc_17,pmc_17_alc,pmc_175,pmc_175_alc,pmc_18,pmc_18_alc,pmc_20,restricao_hospitalar,cap,confaz_87,icms_0,analise_recursal,lista_de_concessao_de_credito_tributario_piscofins,comercializacao_2020,tarja,mes,ano,pf_19,pf_21,pf_22,pmc_19,pmc_21,pmc_22,comercializacao_2022,unnamed_4,comercializacao_2019,pf_12_alc,pf_19_alc,pf_195,pf_195_alc,pf_20_alc,pf_205,pf_21_alc,pf_22_alc,pmc_sem_imposto,pmc_12_alc,pmc_19_alc,pmc_195,pmc_195_alc,pmc_20_alc,pmc_205,pmc_21_alc,pmc_22_alc,destinacao_comercial_,comercializacao_2018
17,CARBOPLATINA,64.711.500/0001-14,UCB BIOPHARMA LTDA.,525217040021804,1236100600033,7895197130059,    -     ,    -     ,CITOPLATINA,10 MG/ ML SOL INJ CX 1 FA VD AMB X 45 ML,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Similar,Regulado,"642,57","642,57","730,19","774,18","774,18","778,87","778,87","783,62","783,62","803,21",,,,,,,,,,True,False,False,False,,Positiva,Não,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,CARBOPLATINA,05.333.542/0001-08,TEVA FARMACÊUTICA LTDA.,537500701157412,1557300080035,7898919602261,    -     ,    -     ,TEVACARBO,10 MG/ML SOL INJ IV CT FA VD AMB X 45 ML,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Similar,Regulado,"1528,91","1528,91","1737,40","1842,06","1842,06","1853,22","1853,22","1864,52","1864,52","1911,14",,,,,,,,,,True,False,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,CARBOPLATINA,05.333.542/0001-08,TEVA FARMACÊUTICA LTDA.,537500703151411,1557300080027,7898919602216,    -     ,    -     ,TEVACARBO,10 MG/ML SOL INJ IV CT FA VD AMB X 15 ML,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Similar,Regulado,"562,59","562,59","639,31","677,82","677,82","681,93","681,93","686,09","686,09","703,24",,,,,,,,,,True,False,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,CARBOPLATINA,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538000202151110,1553700030024,7898902274260,    -     ,    -     ,CARBOPLATINA,10 MG/ML SOL INJ IV CT FA VD AMB X 15 ML ,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Genérico,Regulado,"483,79","483,79","549,76","582,88","582,88","586,41","586,41","589,99","589,99","604,74",,,,,,,,,,True,False,False,False,,Positiva,Não,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,CARBOPLATINA,64.171.697/0001-46,ACCORD FARMACÊUTICA LTDA,538000203156116,1553700030032,7898902274277,    -     ,    -     ,CARBOPLATINA,10 MG/ML SOL INJ IV CT FA VD AMB X 45 ML ,L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Genérico,Regulado,"1253,59","1253,59","1424,53","1510,35","1510,35","1519,50","1519,50","1528,77","1528,77","1566,99",,,,,,,,,,True,False,False,False,,Positiva,Não,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,CRIZOTINIBE,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720030084317,1211004540021,7891268110371,    -     ,    -     ,XALKORI,200 MG CAP DUR CT BL AL PLAS TRANS X 60,"L1H3 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, ALK",Novo,Regulado,"21853,36","24475,77","28283,91","30245,39","26329,34","30456,64","26488,93","30670,86","26650,44","31558,84",32833.37,37781.2,40314.82,36398.77,40587.1,36619.39,40863.04,36842.67,42005.87,False,False,False,False,,Negativa,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,CRIZOTINIBE,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720030084417,1211004540038,7891268110388,    -     ,    -     ,XALKORI,200 MG CAP DUR CT FR PLAS OPC X 60 ,"L1H3 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, ALK",Novo,Regulado,"21853,36","24475,77","28283,91","30245,39","26329,34","30456,64","26488,93","30670,86","26650,44","31558,84",32833.37,37781.2,40314.82,36398.77,40587.1,36619.39,40863.04,36842.67,42005.87,False,False,False,False,,Negativa,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,CRIZOTINIBE,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720030084517,1211004540054,7891268110401,    -     ,    -     ,XALKORI,250 MG CAP DUR CT BL AL PLAS TRANS X 60,"L1H3 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, ALK",Novo,Regulado,"27007,55","30248,46","34954,76","37378,87","32539,21","37639,94","32736,43","37904,68","32936,04","39002,09",40577.23,46692.01,49823.21,44983.55,50159.7,45256.19,50500.72,45532.14,51913.08,False,False,False,False,,Negativa,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,CRIZOTINIBE,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720030084617,1211004540062,7891268110418,    -     ,    -     ,XALKORI,250 MG CAP DUR CT FR PLAS OPC X 60,"L1H3 - INIBIDORES PREOTEÍNA KINASE ANTINEOPLÁSICOS, ALK",Novo,Regulado,"27007,55","30248,46","34954,76","37378,87","32539,21","37639,94","32736,43","37904,68","32936,04","39002,09",40577.23,46692.01,49823.21,44983.55,50159.7,45256.19,50500.72,45532.14,51913.08,False,False,False,False,,Negativa,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,RITUXIMABE,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511519060070807,1004706180011,7897595635204,    -     ,    -     ,RIXIMYO,10 MG/ML SOL DIL INFUS CT 2 FR VD TRANS X 10 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"3345,39","3345,39",,,,,,,,,,,,,,,,,,True,False,False,True,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,RITUXIMABE,61.286.647/0001-16,SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA,511519060070907,1004706180036,7897595635211,    -     ,    -     ,RIXIMYO,10 MG/ML SOL DIL  INFUS CT 1 FR VD TRANS X 50 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"8350,84","8350,84",,,,,,,,,,,,,,,,,,True,True,False,True,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,RITUXIMABE,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720090089607,1211004780012,7891045033152,    -     ,    -     ,RUXIENCE,10 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"1040,91","1040,91",,,,,,,,,,,,,,,,,,True,False,False,True,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,RITUXIMABE,61.072.393/0001-33,WYETH INDÚSTRIA FARMACÊUTICA LTDA,522720090089707,1211004780020,7891045033169,    -     ,    -     ,RUXIENCE,10 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 50 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"5204,60","5204,60",,,,,,,,,,,,,,,,,,True,True,False,True,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,RITUXIMABE,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523719110041807,1003302050035,7896094210226,    -     ,    -     ,VIVAXXIA,10 MG/ML SOL DIL INFUS IV CT 2 FA VD TRANS X 10 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"3341,24","3341,24",,,,,,,,,,,,,,,,,,True,False,False,True,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,RITUXIMABE,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523719110041907,1003302050019,7896094210349,    -     ,    -     ,VIVAXXIA,10 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"1670,62","1670,62",,,,,,,,,,,,,,,,,,True,False,False,True,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,RITUXIMABE,61.230.314/0001-75,LIBBS FARMACÊUTICA LTDA,523719110042007,1003302050027,7896094210219,    -     ,    -     ,VIVAXXIA,10 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 50 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"8350,45","8350,45",,,,,,,,,,,,,,,,,,True,False,False,True,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,RITUXIMABE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529203301153217,1010005480011,7896226501710,    -     ,    -     ,MABTHERA,10 MG/ML SOL DIL INFUS IV CT 2 FR VD TRANS X 10 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Novo,Regulado,"3345,40","3345,40",,,,,,,,,,,,,,,,,,True,False,False,True,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,RITUXIMABE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529203302151218,1010005480038,7896226501727,    -     ,    -     ,MABTHERA,10 MG/ML SOL DIL INFUS IV CT 1 FR VD TRANS X 50 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Novo,Regulado,"8350,85","8350,85",,,,,,,,,,,,,,,,,,True,True,False,True,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,RITUXIMABE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529216020026403,1010005480046,7896226506845,    -     ,    -     ,MABTHERA,"1400 MG SOL INJ SC CT 1 FA VD TRANS X 11,7 ML (REST HOSP)","L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Novo,Regulado,"10908,34","10908,34",,,,,,,,,,,,,,,,,,True,False,False,True,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,RITUXIMABE,33.781.055/0001-35,FUNDAÇÃO OSWALDO CRUZ,541921110009507,1106301570011,7898168491012,    -     ,    -     ,BIO-MANGUINHOS RITUXIMABE,10 MG/ML SOL DIL INFUS CT 2 FR VD TRANS X 10 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"2986,96","3345,40",,,,,,,,,,,,,,,,,,True,False,False,True,,Negativa,Sim,Tarja -(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,RITUXIMABE,33.781.055/0001-35,FUNDAÇÃO OSWALDO CRUZ,541921110009607,1106301570028,7898168491029,    -     ,    -     ,BIO-MANGUINHOS RITUXIMABE,10 MG/ML SOL DIL INFUS CT 1 FR VD TRANS X 50 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"7456,11","8350,85",,,,,,,,,,,,,,,,,,True,True,False,True,,Negativa,Sim,Tarja -(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,RITUXIMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544122030005607,1024400200026,7898609960930,    -     ,    -     ,RIABNI,10 MG/ML SOL DIL INFUS IV CT FR VD TRANS X 50 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"7783,70","7783,70",,,,,,,,,,,,,,,,,,True,False,False,True,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,RITUXIMABE,18.774.815/0001-93,AMGEN BIOTECNOLOGIA DO BRASIL LTDA.,544122030005707,1024400200018,7898609960947,    -     ,    -     ,RIABNI,10 MG/ML SOL DIL INFUS IV CT FR VD TRANS X 10 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"1556,74","1556,74",,,,,,,,,,,,,,,,,,True,True,False,True,,Positiva,Não,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,RITUXIMABE,05.452.889/0001-61,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA,545120040000407,1921600030011,7898576550103,    -     ,    -     ,TRUXIMA,10 MG/ML SOL DIL INFUS IV  CT 1 FA VD TRANS X 50 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"4077,89","4077,89",,,,,,,,,,,,,,,,,,True,True,False,True,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,RITUXIMABE,05.452.889/0001-61,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA,545120040000507,1921600030021,7898576550080,    -     ,    -     ,TRUXIMA,10 MG/ML SOL DIL INFUS IV CT 2 FA VD TRANS X 10 ML,"L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD20",Biológico,Regulado,"1371,30","1371,30",,,,,,,,,,,,,,,,,,True,False,False,True,,Positiva,Sim,Tarja Vermelha(*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,TOCILIZUMABE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529208501150212,1010006550013,7896226505855,    -     ,    -     ,ACTEMRA,20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 4 ML,M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,Biológico,Regulado,"658,49","658,49","748,28","793,36","793,36","798,17","798,17","803,04","803,04","823,11",,,,,,,,,,True,True,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,TOCILIZUMABE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529208502157210,1010006550031,7896226505879,    -     ,    -     ,ACTEMRA,20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 10 ML ,M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,Biológico,Regulado,"1646,25","1646,25","1870,74","1983,43","1983,43","1995,45","1995,45","2007,62","2007,62","2057,81",,,,,,,,,,True,False,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,TOCILIZUMABE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529215110026303,1010006550080,7896226506890,    -     ,    -     ,ACTEMRA,"162 MG SOL INJ SC CT 4 SER PREENC VD TRANS X 0,9 ML",M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,Biológico,Regulado,"4424,51","4424,51","5027,85","5330,73","5330,73","5363,04","5363,04","5395,74","5395,74","5530,64",6116.63,6950.71,7369.42,7369.42,7414.09,7414.09,7459.29,7459.29,7645.79,False,False,False,False,,Positiva,Sim,Tarja Vermelha (*),07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,TOCILIZUMABE,33.009.945/0001-23,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,529220090026707,1010006550056,7896226505893,    -     ,    -     ,ACTEMRA,20 MG/ML SOL DIL INFUS IV CT FA VD TRANS X 20 ML ,M1C - AGENTES ANTI-REUMÁTICOS ESPECÍFICOS,Biológico,Regulado,"3292,51","3292,51","3741,49","3966,88","3966,88","3990,92","3990,92","4015,26","4015,26","4115,64",,,,,,,,,,True,False,False,False,,Positiva,Sim,Tarja  Vermelha,07,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
